title,price_gbp,rating_numeric,availability,product_link,page,title_length,is_expensive,price_level,rating_level,price_usd,normalized_price,price_normalized,rating_normalized,price_standardized,rating_standardized
Libertarianism for Beginners,51.33,2,In stock,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html,1,28,True,High,Low,65.1891,1.1260563007239797,0.826765353070614,0.25,1.1254931317461576,-0.6432203918798882
It's Only the Himalayas,45.17,2,In stock,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html,1,23,True,High,Low,57.3659,0.6994476829210312,0.7035407081416283,0.25,0.6990978716048676,-0.6432203918798882
In Her Wake,12.84,1,In stock,https://books.toscrape.com/catalogue/in-her-wake_980/index.html,2,11,False,Low,Low,16.3068,-1.5395550140869771,0.05681136227245449,0.0,-1.5387850440392745,-1.3401005564301463
How Music Works,37.32,2,In stock,https://books.toscrape.com/catalogue/how-music-works_979/index.html,2,15,True,Medium,Low,47.3964,0.15579871380526047,0.546509301860372,0.25,0.15572079496377514,-0.6432203918798882
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,In stock,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,2,175,False,Medium,Low,38.7604,-0.31513287727591666,0.41048209641928385,0.5,-0.31497527142596093,0.053659772670369844
Chase Me (Paris Nights #2),25.27,5,In stock,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,2,26,False,Medium,High,32.0929,-0.6787197674488843,0.30546109221844364,1.0,-0.6783803226827424,1.4474201017708859
Black Dust,34.53,5,In stock,https://books.toscrape.com/catalogue/black-dust_976/index.html,2,10,False,Medium,High,43.853100000000005,-0.03742174782951654,0.4906981396279256,1.0,-0.03740303227554297,1.4474201017708859
Birdsong: A Story in Pictures,54.64,3,In stock,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,2,29,True,High,Low,69.39280000000001,1.3552891781473175,0.8929785957191438,0.5,1.354611364062338,0.053659772670369844
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,In stock,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,2,107,False,Medium,Low,28.575,-0.8705551361687167,0.2500500100020004,0.5,-0.8701197497267966,0.053659772670369844
Aladdin and His Wonderful Lamp,53.13,3,In stock,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,2,30,True,High,Low,67.4751,1.2507146630689974,0.8627725545109022,0.5,1.2500891493199116,0.053659772670369844
Worlds Elsewhere: Journeys Around Shakespeareâs Globe,40.3,5,In stock,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,2,55,True,High,High,51.181,0.3621775581320114,0.6061212242448489,1.0,0.3619964240581004,1.4474201017708859
Wall and Piece,44.18,4,In stock,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,2,14,True,High,High,56.1086,0.6308855836312715,0.6837367473494699,0.75,0.6305700619393029,0.750539937220628
The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,In stock,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,2,58,False,Low,High,22.4282,-1.2057476215853193,0.15323064612922585,1.0,-1.2051445969806676,1.4474201017708859
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,3,In stock,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,2,73,False,Medium,Low,39.4335,-0.2784279150298837,0.42108421684336866,0.5,-0.27828866625146675,0.053659772670369844
The Elephant Tree,23.82,5,In stock,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,2,17,False,Medium,High,30.2514,-0.7791390037823706,0.27645529105821165,1.0,-0.7787493368393773,1.4474201017708859
The Bear and the Piano,36.89,1,In stock,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,2,22,True,Medium,Low,46.850300000000004,0.12601921613395078,0.5379075815163032,0.0,0.12595619076560066,-1.3401005564301463
Sophie's World,15.94,5,In stock,https://books.toscrape.com/catalogue/sophies-world_966/index.html,2,14,False,Low,High,20.2438,-1.3248656122705582,0.11882376475295058,1.0,-1.3242030137733656,1.4474201017708859
Penny Maybe,33.29,3,In stock,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,2,11,False,Medium,Low,42.2783,-0.12329750855608426,0.4658931786357271,0.5,-0.12323584438190674,0.053659772670369844
Maude (1883-1993):She Grew Up with the country,18.02,2,In stock,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,2,46,False,Low,Low,22.8854,-1.1808159491163157,0.16043208641728343,0.25,-1.1802253934659168,-0.6432203918798882
"In a Dark, Dark Wood",19.63,1,In stock,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,2,20,False,Low,Low,24.9301,-1.0693159694632723,0.19263852770554107,0.0,-1.0687811777471705,-1.3401005564301463
Behind Closed Doors,52.22,4,In stock,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,2,19,True,High,High,66.3194,1.1876929354390162,0.8445689137827564,0.75,1.1870989404354024,0.750539937220628
You can't bury them all: Poems,33.63,2,In stock,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,2,30,False,Medium,Low,42.710100000000004,-0.09975092900202517,0.47269453890778157,0.25,-0.0997010410624197,-0.6432203918798882
Slow States of Collapse: Poems,57.31,3,In stock,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,3,30,True,High,Low,72.78370000000001,1.540199082292427,0.9463892778555711,0.5,1.5394287901300727,0.053659772670369844
Reasons to Stay Alive,26.41,2,In stock,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,3,21,False,Medium,Low,33.5407,-0.5997694712970398,0.3282656531306261,0.25,-0.5994695115526985,-0.6432203918798882
Private Paris (Private #10),47.61,5,In stock,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,3,27,True,High,High,60.4647,0.868429018544277,0.7523504700940188,1.0,0.8679946954270668,1.4474201017708859
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,In stock,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,3,66,False,Medium,High,29.3497,-0.8283098022629053,0.262252450490098,1.0,-0.8278955437712469,1.4474201017708859
Without Borders (Wanderlove #1),45.07,2,In stock,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,3,31,True,High,Low,57.2389,0.6925222183463079,0.7015403080616123,0.25,0.6921758706285478,-0.6432203918798882
When We Collided,31.77,1,In stock,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,3,16,False,Medium,Low,40.3479,-0.22856457009187678,0.4354870974194839,0.0,-0.22845025922196535,-1.3401005564301463
"We Love You, Charlie Freeman",50.27,5,In stock,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,3,28,True,High,High,63.84290000000001,1.0526463762319143,0.8055611122224445,1.0,1.0521199213971697,1.4474201017708859
Untitled Collection: Sabbath Poems 2014,14.27,4,In stock,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,3,39,False,Low,High,18.1229,-1.4405208706684356,0.08541708341668333,0.75,-1.4398004300779037,0.750539937220628
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,In stock,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,3,105,True,High,High,56.1086,0.6308855836312715,0.6837367473494699,0.75,0.6305700619393029,0.750539937220628
Unicorn Tracks,18.78,3,In stock,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,3,14,False,Low,Low,23.8506,-1.1281824183484195,0.1756351270254051,0.5,-1.1276181860458874,0.053659772670369844
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,In stock,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,3,102,False,Medium,Low,32.4104,-0.6614061060120763,0.31046209241848366,0.0,-0.6610753202419433,-1.3401005564301463
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),16.28,1,In stock,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,3,55,False,Low,Low,20.675600000000003,-1.3013190327164992,0.12562512502500503,0.0,-1.3006682104538787,-1.3401005564301463
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,3,In stock,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,3,75,False,Medium,Low,39.522400000000005,-0.2735800898275774,0.4224844968993799,0.5,-0.27344326556804294,0.053659772670369844
This One Summer,19.49,4,In stock,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,3,15,False,Low,High,24.752299999999998,-1.079011619867885,0.18983796759351868,0.75,-1.078471979114018,0.750539937220628
Thirst,17.27,5,In stock,https://books.toscrape.com/catalogue/thirst_946/index.html,3,6,False,Low,High,21.9329,-1.2327569334267396,0.1454290858171634,1.0,-1.2321404007883143,1.4474201017708859
The Torch Is Passed: A Harding Family Story,19.09,1,In stock,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,3,43,False,Low,Low,24.2443,-1.1067134781667776,0.18183636727345467,0.0,-1.1061599830192965,-1.3401005564301463
The Secret of Dreadwillow Carse,56.13,1,In stock,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,3,31,True,High,Low,71.2851,1.4584786003106933,0.9227845569113823,0.0,1.457749178609501,-1.3401005564301463
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,1,In stock,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,3,127,True,High,Low,71.6407,1.4778699011199177,0.928385677135427,0.0,1.4771307813431955,-1.3401005564301463
The Past Never Ends,56.5,4,In stock,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,3,19,True,High,High,71.755,1.4841028192371688,0.9301860372074414,0.75,1.4833605822218834,0.750539937220628
The Natural History of Us (The Fine Art of Pretending #2),45.22,3,In stock,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,3,57,True,High,Low,57.4294,0.7029104152083926,0.7045409081816363,0.5,0.7025588720930271,0.053659772670369844
The Nameless City (The Nameless City #1),38.16,4,In stock,https://books.toscrape.com/catalogue/the-nameless-city-the-nameless-city-1_940/index.html,4,40,True,Medium,High,48.46319999999999,0.21397261623293506,0.5633126625325064,0.75,0.21386560316485992,0.750539937220628
The Murder That Never Was (Forensic Instincts #5),54.11,3,In stock,https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,4,49,True,High,Low,68.7197,1.3185842159012846,0.8823764752950589,0.5,1.3179247588878438,0.053659772670369844
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,4,In stock,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,4,57,True,High,High,54.559200000000004,0.5463949158196486,0.6593318663732747,0.75,0.5461216500282032,0.750539937220628
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,4,In stock,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,4,150,False,Medium,High,30.340300000000003,-0.7742911785800642,0.2778555711142228,0.75,-0.7739039361559535,0.750539937220628
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,3,In stock,https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,4,86,False,Low,Low,21.2979,-1.2673842563003557,0.1354270854170834,0.5,-1.2667504056699124,0.053659772670369844
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,5,In stock,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,4,82,False,Medium,High,26.1493,-1.0028315095459297,0.21184236847369473,1.0,-1.002329968374502,1.4474201017708859
The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,1,In stock,https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,4,57,True,Medium,Low,47.155100000000004,0.14264033111328658,0.5427085417083417,0.0,0.14256899310876794,-1.3401005564301463
The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,1,In stock,https://books.toscrape.com/catalogue/the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,4,62,True,High,Low,71.1962,1.453630775108387,0.921384276855371,0.0,1.4529037779260772,-1.3401005564301463
The Death of Humanity: and the Case for Life,58.11,4,In stock,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,4,44,True,High,High,73.7997,1.5956027988902122,0.9623924784956991,0.75,1.5948047979406297,0.750539937220628
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,3,In stock,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,4,91,True,High,Low,62.293499999999995,0.9681557084202908,0.7811562312462491,0.5,0.9676715094860695,0.053659772670369844
The Art Forger,40.76,3,In stock,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,4,14,True,High,Low,51.7652,0.39403469517573814,0.6153230646129225,0.5,0.3938376285491708,0.053659772670369844
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,In stock,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,4,75,False,Low,Low,25.057100000000002,-1.0623905048885491,0.1946389277855571,0.0,-1.0618591767708507,-1.3401005564301463
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,5,In stock,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,4,67,False,Medium,High,40.9448,-0.1960148865906776,0.44488897779555914,1.0,-0.19591685463326283,1.4474201017708859
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,4,In stock,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,4,78,True,High,High,53.1241,0.46813716612527634,0.6367273454690937,0.75,0.4679030389957911,0.750539937220628
Soul Reader,39.58,2,In stock,https://books.toscrape.com/catalogue/soul-reader_926/index.html,4,11,True,Medium,Low,50.2666,0.3123142131940045,0.5917183436687337,0.25,0.312158017028599,-0.6432203918798882
Security,39.25,2,In stock,https://books.toscrape.com/catalogue/security_925/index.html,4,8,True,Medium,Low,49.847500000000004,0.2894601800974181,0.5851170234046809,0.25,0.2893154138067443,-0.6432203918798882
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3,In stock,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,4,45,False,Medium,Low,31.7754,-0.6960334288856923,0.3004600920184037,0.5,-0.6956853251235415,0.053659772670369844
"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,2,In stock,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,4,45,True,High,Low,64.8208,1.1059724534572826,0.8209641928385677,0.25,1.1054193289148306,-0.6432203918798882
Reskilling America: Learning to Labor in the Twenty-First Century,19.83,2,In stock,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,4,65,False,Low,Low,25.184099999999997,-1.0554650403138262,0.19663932786557306,0.25,-1.0549371757945314,-0.6432203918798882
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,3,In stock,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,4,67,True,High,Low,64.008,1.061649480179054,0.8081616323264652,0.5,1.0611185226663848,0.053659772670369844
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",13.61,5,In stock,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,5,81,False,Low,High,17.2847,-1.4862289368616086,0.0722144428885777,1.0,-1.4854856365216134,1.4474201017708859
Princess Between Worlds (Wide-Awake Princess #5),13.34,5,In stock,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,5,48,False,Low,High,16.9418,-1.5049276912133611,0.0668133626725345,1.0,-1.5041750391576763,1.4474201017708859
"Pop Gun War, Volume 1: Gift",18.97,1,In stock,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,5,27,False,Low,Low,24.0919,-1.1150240356564456,0.17943588717743544,0.0,-1.1144663841908802,-1.3401005564301463
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,In stock,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,5,163,True,Medium,Low,46.0756,0.08377388222813933,0.5257051410282056,0.25,0.08373198481005086,-0.6432203918798882
Patience,10.16,3,In stock,https://books.toscrape.com/catalogue/patience_916/index.html,5,8,False,Low,Low,12.9032,-1.7251574646895587,0.0032006401280256077,0.5,-1.7242946702046411,0.053659772670369844
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,4,In stock,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,5,54,False,Low,High,19.6088,-1.3594929351441742,0.10882176435287055,0.75,-1.3588130186549638,0.750539937220628
orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,1,In stock,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,5,70,True,High,Low,61.4807,0.9238327351420623,0.7683536707341467,0.0,0.9233707032376237,-1.3401005564301463
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,1,In stock,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,5,55,True,High,Low,58.8645,0.7811681649027649,0.7271454290858171,0.0,0.7807774831254394,-1.3401005564301463
On a Midnight Clear,14.07,3,In stock,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,5,19,False,Low,Low,17.8689,-1.4543717998178818,0.08141628325665133,0.5,-1.4536444320305428,0.053659772670369844
Obsidian (Lux #1),14.86,2,In stock,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,5,17,False,Low,Low,18.8722,-1.3996606296775687,0.09721944388877773,0.25,-1.3989606243176178,-0.6432203918798882
My Paris Kitchen: Recipes and Stories,33.37,2,In stock,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,5,37,False,Medium,Low,42.3799,-0.11775713689630583,0.4674934986997399,0.25,-0.11769824360085114,-0.6432203918798882
Masks and Shadows,56.4,2,In stock,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,5,17,True,High,Low,71.628,1.4771773546624456,0.9281856371274254,0.25,1.4764385812455638,-0.6432203918798882
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,4,In stock,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,5,83,False,Low,High,17.8054,-1.4578345321052435,0.08041608321664331,0.75,-1.4571054325187027,0.750539937220628
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,2,In stock,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,5,61,True,High,Low,59.5757,0.8199507665212145,0.7383476695339067,0.25,0.819540688592829,-0.6432203918798882
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,3,In stock,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,5,62,True,High,Low,57.9247,0.7299197270498131,0.7123424684936988,0.5,0.7295546759006738,0.053659772670369844
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,2,In stock,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,5,55,False,Low,Low,25.2984,-1.049232122196575,0.19843968793758754,0.25,-1.0487073749158433,-0.6432203918798882
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1,In stock,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,5,56,True,High,Low,50.9397,0.3490191754400375,0.6023204640928185,0.0,0.3488446222030932,-1.3401005564301463
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,2,In stock,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,5,69,True,High,Low,68.453,1.3040407402943657,0.8781756351270253,0.25,1.3033885568375725,-0.6432203918798882
Join,35.67,5,In stock,https://books.toscrape.com/catalogue/join_902/index.html,5,4,True,Medium,High,45.300900000000006,0.041528548322327906,0.513502700540108,1.0,0.04150777885450104,1.4474201017708859
In the Country We Love: My Family Divided,22.0,4,In stock,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,5,41,False,Medium,High,27.94,-0.9051824590423326,0.24004800960192038,0.75,-0.9047297546083949,0.750539937220628
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,5,In stock,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,6,68,True,High,High,72.8472,1.5436618145797882,0.947389477895579,1.0,1.5428897906182324,1.4474201017708859
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,2,In stock,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,6,81,False,Medium,Low,37.0459,-0.40862664903467966,0.3834766953390678,0.25,-0.40842228460627605,-0.6432203918798882
